Day,Month,Year,Country,Location/Atoll,Protection Status,Duration of protection,Site,any other metadata,Depth,Family,Species,FID,Fish size,IP/TP (parrots),Group size,Pre-flight behaviour,post-flight,Observer,Structure (CI - average of site),Fishers,pop,km reef,fishers/km,pop/km,fishers/kmmpa,pop/kmmpa
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-100,3.9,Chaetodontidae,Heniochus varius,156,16,,2,w,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-100,2.8,Chaetodontidae,Chaetodon rafflesi,138,14,,1,i,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-100,5.8,Chaetodontidae,Chaetodon vagabundus,211,16,,1,n,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-100,2.7,Chaetodontidae,Chaetodon lunulatus,217,12,,2,o,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-100,3.2,Scaridae,Chlorurus bleekeri,363,31,TP,1,o,ap,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-100,4.8,Scaridae,Chlorurus bleekeri,268,28,TP,2,w,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-100,3.9,Scaridae,Scarus dimidiatus,408,32,TP,2,n,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-100,4.6,Scaridae,Scarus niger,317,25,TP,1,stop and look up,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-100,4.4,Acanthuridae,Acanthurus pyroferus,126,21,,1,i,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-100,5.1,Acanthuridae,Acanthurus pyroferus,246,23,,1,n,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-100,3.4,Acanthuridae,Ctenochaetus striatus,257,10,,1,o,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-100,3.3,Acanthuridae,Acanthurus pyroferus,182,19,,1,w,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-150,4.1,Chaetodontidae,Heniochus varius,176,14,,6,i,a,FJH,3.17,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-150,4.1,Chaetodontidae,Chaetodon ocellicaudus,214,13,,3,w,a,FJH,3.17,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-150,5.1,Chaetodontidae,Chaetodon ocellicaudus,148,14,,2,i,a,FJH,3.17,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-150,5.5,Chaetodontidae,Chaetodon adiergastos,202,15,,2,i,a,FJH,3.17,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-150,5,Scaridae,Chlorurus bleekeri,276,22,IP,3,n,a,FJH,3.17,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-150,4.7,Scaridae,Chlorurus bleekeri,188,22,TP,1,o,a,FJH,3.17,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-150,3.4,Scaridae,Scarus niger,337,21,TP,2,w,a,FJH,3.17,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-150,1.6,Scaridae,Scarus niger,287,29,TP,1,n,a,FJH,3.17,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-150,5.6,Acanthuridae,Naso vlamingi,273,23,,1,w,a,FJH,3.17,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-150,5.4,Acanthuridae,Ctenochaetus striatus,129,17,,2,i,a,FJH,3.17,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-150,6,Acanthuridae,Acanthurus pyroferus,216,20,,7,n,a,FJH,3.17,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-150,4.1,Acanthuridae,Acanthurus pyroferus,242,22,,1,w,p,FJH,3.17,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-200,2.8,Chaetodontidae,Chaetodon rafflesi,67,15,,1,i,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-200,4.2,Chaetodontidae,Chaetodon unimaculatus,169,17,,3,i,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-200,3.5,Chaetodontidae,Chaetodon ocellicaudus,242,14,,3,i,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-200,2.3,Chaetodontidae,Chaetodon rafflesi,147,13,,2,i,p,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-200,2,Scaridae,Scarus niger,299,31,TP,6,o,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-200,2.9,Scaridae,Chlorurus bleekeri,243,33,TP,1,o,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-200,2.3,Scaridae,Chlorurus bleekeri,238,28,TP,7,o,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-200,2,Scaridae,Scarus niger,216,27,TP,3,n,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-200,2.8,Acanthuridae,Ctenochaetus striatus,133,17,,5,w,p,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-200,2.5,Acanthuridae,Acanthurus nigricauda,205,24,,2,n,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-200,4.2,Acanthuridae,Acanthurus nigricauda,294,23,,1,w,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-200,1.8,Acanthuridae,Ctenochaetus striatus,159,18,,1,w,p,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-200,2.4,Acanthuridae,Acanthurus nigricauda,234,27,,1,s,a,FJH,2,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-50,1.9,Chaetodontidae,Chaetodon baronessa,198,12,,1,i,a,FJH,2.13,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-50,3.9,Chaetodontidae,Chaetodon adiergastos,96,17,,2,i,r,FJH,2.13,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-50,2.6,Chaetodontidae,Chaetodon octofasciatus,106,10,,2,n,a,FJH,2.13,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-50,1.9,Chaetodontidae,Chaetodon ocellicaudus,254,13,,2,w,a,FJH,2.13,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-50,1.7,Scaridae,Scarus niger,186,22,TP,2,i,a,FJH,2.13,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-50,1.3,Scaridae,Scarus niger,455,28,TP,1,o,p,FJH,2.13,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-50,1.6,Scaridae,Chlorurus bleekeri,252,23,IP,2,o,p,FJH,2.13,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-50,1.8,Scaridae,Scarus dimidiatus,196,22,TP,3,o,a,FJH,2.13,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-50,2.9,Acanthuridae,Ctenochaetus striatus,173,19,,1,o,r,FJH,2.13,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-50,4.4,Acanthuridae,Acanthurus leucocheilus,207,20,,1,s,a,FJH,2.13,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-50,4.8,Acanthuridae,Ctenochaetus striatus,228,17,,1,s,a,FJH,2.13,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
7,6,2011,Philippines,Tandayag,Protected,5,Tandayag,B-50,1.7,Acanthuridae,Acanthurus lineatus,218,23,,1,w,a,FJH,2.13,100,3638,2.05,48.7804878,1774.634146,60.60606061,2204.848485
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-100,4.1,Acanthuridae,Ctenochaetus striatus,311,19,,7,o,p,FJH,2.83,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-100,7.1,Acanthuridae,Ctenochaetus striatus,385,20,,1,w,a,FJH,2.83,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-100,3.5,Acanthuridae,Ctenochaetus striatus,337,17,,1,w,a,FJH,2.83,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-100,4.9,Acanthuridae,Ctenochaetus striatus,389,21,,3,o,a,FJH,2.83,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-100,4.7,Scaridae,Scarus niger,406,29,TP,6,n,p,FJH,2.83,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-100,4.5,Scaridae,Chlorurus bleekeri,460,22,IP,1,n,a,FJH,2.83,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-100,6.1,Scaridae,Chlorurus bleekeri,403,28,TP,5,n,a,FJH,2.83,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-100,8.8,Scaridae,Scarus niger,447,21,TP,2,n,a,FJH,2.83,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-100,2.8,Chaetodontidae,Chaetodon vagabundus,181,15,,1,i,a,FJH,2.83,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-100,3.1,Chaetodontidae,Chaetodon lunulatus,135,11,,2,i,a,FJH,2.83,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-100,3.9,Chaetodontidae,Chaetodon rafflesi,284,13,,1,o,a,FJH,2.83,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-100,4.4,Chaetodontidae,Chaetodon lunulatus,93,13,,3,i,a,FJH,2.83,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-150,4.2,Acanthuridae,Ctenochaetus striatus,374,21,,2,i,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-150,4.1,Acanthuridae,Ctenochaetus striatus,454,20,,1,s,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-150,5.9,Acanthuridae,Ctenochaetus striatus,488,19,,3,o,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-150,4.6,Acanthuridae,Ctenochaetus striatus,257,20,,1,i,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-150,5.1,Scaridae,Scarus dimidiatus,360,23,IP,2,n,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-150,5.7,Scaridae,Scarus dimidiatus,447,28,TP,1,t,p,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-150,6.5,Scaridae,Scarus niger,573,32,TP,2,n,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-150,5,Scaridae,Chlorurus bleekeri,418,25,IP,4,o,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-150,6.5,Chaetodontidae,Heniochus varius,232,14,,3,o,p,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-150,6.1,Chaetodontidae,Chaetodon lunula,141,16,,1,i,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-150,5.4,Chaetodontidae,Chaetodon baronessa,134,10,,1,w,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-150,3.4,Chaetodontidae,Chaetodon lunulatus,245,10,,2,n,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-200,5.6,Acanthuridae,Ctenochaetus striatus,318,16,,1,s,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-200,3.7,Acanthuridae,Naso unicornis,453,23,,1,wi,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-200,3.9,Acanthuridae,Ctenochaetus striatus,404,19,,1,o,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-200,5.7,Acanthuridae,Ctenochaetus binotatus,191,17,,1,w,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-200,5.7,Scaridae,Scarus dimidiatus,439,27,TP,1,w,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-200,6.7,Scaridae,Chlorurus bleekeri,554,24,IP,1,n,p,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-200,6.9,Scaridae,Chlorurus sordidus,382,25,TP,1,s,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-200,6.7,Scaridae,Chlorurus bleekeri,486,27,IP,3,n,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-200,6.1,Chaetodontidae,Chaetodon reticulatus,219,14,,2,i,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-200,7.2,Chaetodontidae,Heniochus varius,45,10,,2,w,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-200,4.2,Chaetodontidae,Chaetodon kleinii,256,9,,2,i,p,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
31,5,2011,Philippines,Tubod,Fished,6,Tubod Control,B-200,3.9,Chaetodontidae,Chaetodon vagabundus,196,13,,1,i,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B-50,5.1,Acanthuridae,Ctenochaetus striatus,332,19,,6,i,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B-50,5.7,Acanthuridae,Ctenochaetus striatus,289,17,,5,i,p,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B-50,5.1,Acanthuridae,Ctenochaetus striatus,338,20,,8,i,pd,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B-50,6.7,Acanthuridae,Ctenochaetus striatus,287,19,,4,o,p,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B-50,6.4,Scaridae,Chlorurus bleekeri,411,26,IP,3,w,ad,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B-50,5.7,Scaridae,Chlorurus bleekeri,415,24,IP,2,o,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B-50,6.2,Scaridae,Scarus niger,549,34,TP,11,w,ad,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B-50,9.7,Scaridae,Chlorurus bleekeri,476,28,IP,1,n,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B-50,4.9,Chaetodontidae,Chaetodon baronessa,279,11,,1,n,p,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B-50,5.5,Chaetodontidae,Chaetodon lunulatus,213,10,,8,i,p,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B-50,5.6,Chaetodontidae,Chaetodon lunulatus,39,8,,2,n,p,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B-50,6.3,Chaetodontidae,Chaetodon rafflesi,333,14,,2,o,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+100,7,Acanthuridae,Ctenochaetus striatus,438,20,,4,w,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+100,6.8,Acanthuridae,Ctenochaetus striatus,314,18,,1,n,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+100,6.9,Acanthuridae,Ctenochaetus striatus,287,18,,2,w,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+100,7.6,Acanthuridae,Acanthurus pyroferus,277,16,,1,o,p,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+100,5.2,Acanthuridae,Acanthurus nigricauda,375,26,,1,o,a,FJH,3.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+100,4.3,Acanthuridae,Ctenochaetus striatus,395,19,,1,n,p,FJH,3.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+100,4.5,Acanthuridae,Ctenochaetus striatus,321,21,,3,i,a,FJH,3.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+100,7.7,Acanthuridae,Acanthurus nigricauda,439,23,,6,i,a,FJH,3.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+100,3.6,Acanthuridae,Ctenochaetus striatus,320,18,,2,n,p,FJH,3.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+100,5.8,Scaridae,Chlorurus bleekeri,587,30,TP,14,w,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+100,6.4,Scaridae,Scarus forsteni,424,28,TP,1,w,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+100,7.3,Scaridae,Chlorurus bleekeri,263,36,TP,1,w,p,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+100,7.1,Scaridae,Chlorurus bleekeri,440,25,IP,1,n,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+100,5.4,Scaridae,Chlorurus bleekeri,457,29,TP,3,w,a,FJH,3.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+100,7.5,Scaridae,Chlorurus bleekeri,351,32,TP,1,n,a,FJH,3.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+100,7.4,Scaridae,Scarus rubroviolaceus,353,35,TP,1,n,a,FJH,3.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+100,3.4,Scaridae,Chlorurus bleekeri,427,25,IP,2,n,a,FJH,3.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+100,6.8,Chaetodontidae,Chaetodon rafflesi,218,14,,1,i,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+100,6,Chaetodontidae,Chaetodon punctatofasciatus,209,11,,2,i,p,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+100,7.3,Chaetodontidae,Chaetodon vagabundus,224,16,,2,n,p,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+100,6.8,Chaetodontidae,Chaetodon lunulatus,158,12,,2,i,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+100,3.3,Chaetodontidae,Chaetodon baronessa,173,10,,1,o,a,FJH,3.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+100,3.4,Chaetodontidae,Chaetodon vagabundus,297,16,,1,n,p,FJH,3.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+100,2.7,Chaetodontidae,Chaetodon rafflesi,257,16,,2,i,ar,FJH,3.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+100,4.4,Chaetodontidae,Chaetodon lunulatus,198,13,,2,i,a,FJH,3.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+150,4.2,Acanthuridae,Ctenochaetus striatus,259,17,,2,w,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+150,3.6,Acanthuridae,Naso lituratus,485,20,,6,i,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+150,5.5,Acanthuridae,Naso lituratus,446,26,,5,n,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+150,6.1,Acanthuridae,Ctenochaetus striatus,363,18,,3,o,pd,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+150,6,Acanthuridae,Ctenochaetus striatus,347,22,,1,n,a,FJH,3.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+150,6.2,Acanthuridae,Acanthurus nigricauda,390,25,,5,o,a,FJH,3.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+150,5.3,Acanthuridae,Ctenochaetus striatus,290,17,,1,w,a,FJH,3.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
